,Title,Word,n,nwords
121,Продавец воздуха,участь,2,34763
122,Продавец воздуха,оставляет,1,34763
123,Продавец воздуха,уют,1,34763
124,Продавец воздуха,идет,8,34763
125,Продавец воздуха,влекомый,1,34763
126,Продавец воздуха,стремлением,1,34763
127,Продавец воздуха,борьбе,4,34763
128,Продавец воздуха,неведомые,1,34763
129,Продавец воздуха,негостеприимные,1,34763
130,Продавец воздуха,страны,2,34763
131,Продавец воздуха,чтобы,74,34763
132,Продавец воздуха,победить,2,34763
133,Продавец воздуха,природу,1,34763
134,Продавец воздуха,или,51,34763
135,Продавец воздуха,сложить,2,34763
136,Продавец воздуха,кости,4,34763
137,Продавец воздуха,рядом,4,34763
138,Продавец воздуха,с,382,34763
139,Продавец воздуха,хилой,1,34763
140,Продавец воздуха,корявой,1,34763
141,Продавец воздуха,березой,2,34763
142,Продавец воздуха,холодной,1,34763
143,Продавец воздуха,несколько,76,34763
144,Продавец воздуха,мрачные,4,34763
145,Продавец воздуха,мысли,9,34763
146,Продавец воздуха,невольно,7,34763
147,Продавец воздуха,приходили,2,34763
148,Продавец воздуха,мне,220,34763
149,Продавец воздуха,голову,25,34763
150,Продавец воздуха,я,895,34763
151,Продавец воздуха,пробирался,1,34763
152,Продавец воздуха,со,52,34763
153,Продавец воздуха,своим,11,34763
154,Продавец воздуха,проводником,1,34763
155,Продавец воздуха,помощником,2,34763
156,Продавец воздуха,якутом,2,34763
157,Продавец воздуха,николой,11,34763
158,Продавец воздуха,вдоль,10,34763
159,Продавец воздуха,берега,7,34763
160,Продавец воздуха,реки,3,34763
161,Продавец воздуха,яны,4,34763
162,Продавец воздуха,база,1,34763
163,Продавец воздуха,нашей,16,34763
164,Продавец воздуха,экспедиции,14,34763
165,Продавец воздуха,находилась,5,34763
166,Продавец воздуха,столице,1,34763
167,Продавец воздуха,верхоянске,3,34763
168,Продавец воздуха,маленьком,2,34763
169,Продавец воздуха,городке,14,34763
170,Продавец воздуха,населением,1,34763
171,Продавец воздуха,которое,5,34763
172,Продавец воздуха,могло,9,34763
173,Продавец воздуха,вместиться,1,34763
174,Продавец воздуха,одном,9,34763
175,Продавец воздуха,московском,1,34763
176,Продавец воздуха,доме,1,34763
177,Продавец воздуха,средней,3,34763
178,Продавец воздуха,величины,2,34763
179,Продавец воздуха,внешности,1,34763
180,Продавец воздуха,верхоянск,5,34763
181,Продавец воздуха,остался,10,34763
182,Продавец воздуха,тем,29,34763
183,Продавец воздуха,же,134,34763
184,Продавец воздуха,чем,56,34763
185,Продавец воздуха,был,152,34763
186,Продавец воздуха,много,16,34763
187,Продавец воздуха,лет,13,34763
188,Продавец воздуха,назад,23,34763
189,Продавец воздуха,десятков,3,34763
190,Продавец воздуха,деревянных,1,34763
191,Продавец воздуха,домов,2,34763
192,Продавец воздуха,большею,1,34763
193,Продавец воздуха,частью,2,34763
194,Продавец воздуха,без,35,34763
195,Продавец воздуха,кровель,1,34763
196,Продавец воздуха,столько,5,34763
197,Продавец воздуха,юрт,1,34763
198,Продавец воздуха,разбросанных,1,34763
199,Продавец воздуха,всякого,1,34763
200,Продавец воздуха,порядка,1,34763
201,Продавец воздуха,обоим,1,34763
202,Продавец воздуха,берегам,2,34763
203,Продавец воздуха,низменной,1,34763
204,Продавец воздуха,болотистой,1,34763
205,Продавец воздуха,местности,1,34763
206,Продавец воздуха,усеянной,1,34763
207,Продавец воздуха,большими,2,34763
208,Продавец воздуха,озерами,1,34763
209,Продавец воздуха,почти,17,34763
210,Продавец воздуха,перед,32,34763
211,Продавец воздуха,каждым,2,34763
212,Продавец воздуха,домом,1,34763
213,Продавец воздуха,имеется,2,34763
214,Продавец воздуха,собственное,2,34763
215,Продавец воздуха,озеро,3,34763
216,Продавец воздуха,вода,6,34763
217,Продавец воздуха,нем,11,34763
218,Продавец воздуха,мутная,1,34763
219,Продавец воздуха,пить,3,34763
220,Продавец воздуха,ее,89,34763
221,Продавец воздуха,нельзя,9,34763
222,Продавец воздуха,жители,4,34763
223,Продавец воздуха,запасаться,1,34763
224,Продавец воздуха,льдом,2,34763
225,Продавец воздуха,круглый,1,34763
226,Продавец воздуха,год,9,34763
227,Продавец воздуха,только,109,34763
228,Продавец воздуха,вывески,1,34763
229,Продавец воздуха,советских,1,34763
230,Продавец воздуха,правительственных,1,34763
231,Продавец воздуха,учреждений,1,34763
232,Продавец воздуха,магазинов,1,34763
233,Продавец воздуха,якторга,1,34763
234,Продавец воздуха,кооператива,1,34763
235,Продавец воздуха,напоминают,1,34763
236,Продавец воздуха,при,37,34763
237,Продавец воздуха,первом,4,34763
238,Продавец воздуха,ознакомлении,1,34763
239,Продавец воздуха,городом,1,34763
240,Продавец воздуха,о,112,34763
241,Продавец воздуха,современности,1,34763
242,Продавец воздуха,мои,22,34763
243,Продавец воздуха,сложные,3,34763
244,Продавец воздуха,дорогие,1,34763
245,Продавец воздуха,инструменты,3,34763
246,Продавец воздуха,барографы,1,34763
247,Продавец воздуха,ришара,1,34763
248,Продавец воздуха,микробарографы,1,34763
249,Продавец воздуха,анемометры,1,34763
250,Продавец воздуха,барометры,1,34763
251,Продавец воздуха,барограф,1,34763
252,Продавец воздуха,самопишущий,1,34763
253,Продавец воздуха,барометр,3,34763
254,Продавец воздуха,прибор,2,34763
255,Продавец воздуха,записывающий,1,34763
256,Продавец воздуха,последовательные,1,34763
257,Продавец воздуха,изменения,2,34763
258,Продавец воздуха,давлении,3,34763
259,Продавец воздуха,атмосферы,7,34763
260,Продавец воздуха,анемометр,1,34763
261,Продавец воздуха,ветромер,1,34763
262,Продавец воздуха,для,95,34763
263,Продавец воздуха,измерения,1,34763
264,Продавец воздуха,скорости,1,34763
265,Продавец воздуха,направления,4,34763
266,Продавец воздуха,оставил,3,34763
267,Продавец воздуха,мною,17,34763
268,Продавец воздуха,были,74,34763
269,Продавец воздуха,небольшой,7,34763
270,Продавец воздуха,термометр,7,34763
271,Продавец воздуха,довольно,32,34763
272,Продавец воздуха,примитивный,1,34763
273,Продавец воздуха,флюгер,2,34763
274,Продавец воздуха,доставляющий,1,34763
275,Продавец воздуха,немалое,1,34763
276,Продавец воздуха,удовольствие,3,34763
277,Продавец воздуха,николе,16,34763
278,Продавец воздуха,него,34,34763
279,Продавец воздуха,была,81,34763
280,Продавец воздуха,такая,10,34763
281,Продавец воздуха,занятная,1,34763
282,Продавец воздуха,игрушка,2,34763
283,Продавец воздуха,детская,2,34763
284,Продавец воздуха,ветряная,1,34763
285,Продавец воздуха,мельница,1,34763
286,Продавец воздуха,наша,4,34763
287,Продавец воздуха,экспедиция,10,34763
288,Продавец воздуха,во,39,34763
289,Продавец воздуха,главе,4,34763
290,Продавец воздуха,которой,10,34763
291,Продавец воздуха,стоял,16,34763
292,Продавец воздуха,организована,1,34763
293,Продавец воздуха,изучения,1,34763
294,Продавец воздуха,метеорологических,2,34763
295,Продавец воздуха,условий,2,34763
296,Продавец воздуха,полюса,3,34763
297,Продавец воздуха,холода,13,34763
298,Продавец воздуха,находящегося,1,34763
299,Продавец воздуха,окрестностях,1,34763
300,Продавец воздуха,верхоянска,5,34763
301,Продавец воздуха,главным,4,34763
302,Продавец воздуха,образом,15,34763
303,Продавец воздуха,выяснения,2,34763
304,Продавец воздуха,причин,3,34763
305,Продавец воздуха,направлениях,1,34763
306,Продавец воздуха,дело,26,34763
307,Продавец воздуха,том,37,34763
308,Продавец воздуха,некоторого,1,34763
309,Продавец воздуха,времени,11,34763
310,Продавец воздуха,метеорологами,1,34763
311,Продавец воздуха,было,168,34763
312,Продавец воздуха,установлено,1,34763
313,Продавец воздуха,странное,2,34763
314,Продавец воздуха,явление,2,34763
315,Продавец воздуха,пассаты,2,34763
316,Продавец воздуха,муссоны,2,34763
317,Продавец воздуха,ветры,5,34763
318,Продавец воздуха,постоянного,1,34763
319,Продавец воздуха,начали,17,34763
320,Продавец воздуха,изменять,1,34763
321,Продавец воздуха,свое,11,34763
322,Продавец воздуха,обычное,3,34763
323,Продавец воздуха,направление,6,34763
324,Продавец воздуха,экваториальной,1,34763
325,Продавец воздуха,зоне,1,34763
326,Продавец воздуха,дующие,1,34763
327,Продавец воздуха,обычно,3,34763
328,Продавец воздуха,востока,1,34763
329,Продавец воздуха,экватору,2,34763
330,Продавец воздуха,отклоняться,1,34763
331,Продавец воздуха,север,6,34763
332,Продавец воздуха,далее,5,34763
333,Продавец воздуха,отклонение,1,34763
334,Продавец воздуха,замечалось,2,34763
335,Продавец воздуха,сильнее,12,34763
336,Продавец воздуха,синоптические,3,34763
337,Продавец воздуха,карты,5,34763
338,Продавец воздуха,которых,13,34763
339,Продавец воздуха,отмечается,1,34763
340,Продавец воздуха,раз,39,34763
341,Продавец воздуха,сутки,3,34763
342,Продавец воздуха,состояние,5,34763
343,Продавец воздуха,погоды,1,34763
344,Продавец воздуха,различных,1,34763
345,Продавец воздуха,местностях,1,34763
346,Продавец воздуха,определенное,1,34763
347,Продавец воздуха,время,52,34763
348,Продавец воздуха,обнаружили,1,34763
349,Продавец воздуха,области,3,34763
350,Продавец воздуха,образовался,1,34763
351,Продавец воздуха,какой-то,9,34763
352,Продавец воздуха,центр,3,34763
353,Продавец воздуха,направляются,2,34763
354,Продавец воздуха,лучи,1,34763
355,Продавец воздуха,собираемые,1,34763
356,Продавец воздуха,огромный,8,34763
357,Продавец воздуха,фокус,2,34763
358,Продавец воздуха,повлекло,1,34763
359,Продавец воздуха,за,149,34763
360,Продавец воздуха,собою,8,34763
361,Продавец воздуха,правда,11,34763
362,Продавец воздуха,малозаметное,1,34763
363,Продавец воздуха,изменение,1,34763
364,Продавец воздуха,температуры,6,34763
365,Продавец воздуха,экваторе,2,34763
366,Продавец воздуха,она,139,34763
367,Продавец воздуха,понизилась,1,34763
368,Продавец воздуха,севере,2,34763
369,Продавец воздуха,повысилась,1,34763
370,Продавец воздуха,такое,13,34763
371,Продавец воздуха,понятно,2,34763
372,Продавец воздуха,иметь,3,34763
373,Продавец воздуха,виду,3,34763
374,Продавец воздуха,холодные,1,34763
375,Продавец воздуха,южного,2,34763
376,Продавец воздуха,направляться,1,34763
377,Продавец воздуха,а,166,34763
378,Продавец воздуха,экваториальные,1,34763
379,Продавец воздуха,теплые,3,34763
380,Продавец воздуха,замечались,1,34763
381,Продавец воздуха,другие,6,34763
382,Продавец воздуха,странные,2,34763
383,Продавец воздуха,явления,2,34763
384,Продавец воздуха,пока,18,34763
385,Продавец воздуха,обнаруженные,1,34763
386,Продавец воздуха,лишь,4,34763
387,Продавец воздуха,точными,1,34763
388,Продавец воздуха,физическими,1,34763
389,Продавец воздуха,инструментами,5,34763
390,Продавец воздуха,некоторыми,2,34763
391,Продавец воздуха,инженерами,2,34763
392,Продавец воздуха,наблюдавшими,1,34763
393,Продавец воздуха,работой,2,34763
394,Продавец воздуха,пневматических,1,34763
395,Продавец воздуха,машин,4,34763
396,Продавец воздуха,наблюдения,4,34763
397,Продавец воздуха,говорили,9,34763
398,Продавец воздуха,атмосферное,4,34763
399,Продавец воздуха,давление,9,34763
400,Продавец воздуха,понижено,1,34763
401,Продавец воздуха,над,24,34763
402,Продавец воздуха,ослаблением,1,34763
403,Продавец воздуха,силы,14,34763
404,Продавец воздуха,звука,3,34763
405,Продавец воздуха,особенности,5,34763
406,Продавец воздуха,высотах,1,34763
407,Продавец воздуха,летчики,4,34763
408,Продавец воздуха,жаловались,2,34763
409,Продавец воздуха,перебои,2,34763
410,Продавец воздуха,мотора,2,34763
411,Продавец воздуха,уже,107,34763
412,Продавец воздуха,высоте,9,34763
413,Продавец воздуха,двух,14,34763
414,Продавец воздуха,тысяч,6,34763
415,Продавец воздуха,метров,6,34763
416,Продавец воздуха,люди,20,34763
417,Продавец воздуха,животные,2,34763
418,Продавец воздуха,по-видимому,17,34763
419,Продавец воздуха,ничего,33,34763
420,Продавец воздуха,опасного,1,34763
421,Продавец воздуха,вредного,1,34763
422,Продавец воздуха,этих,16,34763
423,Продавец воздуха,изменениях,1,34763
424,Продавец воздуха,чувствовали,1,34763
425,Продавец воздуха,замечали,2,34763
426,Продавец воздуха,ученые,5,34763
427,Продавец воздуха,бодрствовавшие,1,34763
428,Продавец воздуха,своими,8,34763
429,Продавец воздуха,обеспокоены,1,34763
430,Продавец воздуха,волнуя,1,34763
431,Продавец воздуха,общественного,1,34763
432,Продавец воздуха,мнения,1,34763
433,Продавец воздуха,изыскивали,1,34763
434,Продавец воздуха,меры,3,34763
435,Продавец воздуха,выяснению,1,34763
436,Продавец воздуха,всех,25,34763
437,Продавец воздуха,странных,1,34763
438,Продавец воздуха,явлений,3,34763
439,Продавец воздуха,мою,17,34763
440,Продавец воздуха,долю,1,34763
441,Продавец воздуха,выпала,1,34763
442,Продавец воздуха,честь,5,34763
443,Продавец воздуха,принять,7,34763
444,Продавец воздуха,участие,5,34763
445,Продавец воздуха,этой,31,34763
446,Продавец воздуха,работе,8,34763
447,Продавец воздуха,заведующий,1,34763
448,Продавец воздуха,хозяйственной,1,34763
449,Продавец воздуха,заканчивал,1,34763
450,Продавец воздуха,последние,5,34763
451,Продавец воздуха,приготовления,1,34763
452,Продавец воздуха,покупал,1,34763
453,Продавец воздуха,лошадей,1,34763
454,Продавец воздуха,собак,2,34763
455,Продавец воздуха,решил,27,34763
456,Продавец воздуха,отправиться,1,34763
457,Продавец воздуха,налегке,1,34763
458,Продавец воздуха,точнее,1,34763
459,Продавец воздуха,определить,2,34763
460,Продавец воздуха,нашего,14,34763
461,Продавец воздуха,пути,6,34763
462,Продавец воздуха,широтах,2,34763
463,Продавец воздуха,дул,7,34763
464,Продавец воздуха,запада,1,34763
465,Продавец воздуха,восток,5,34763
466,Продавец воздуха,сильно,34,34763
467,Продавец воздуха,равномерно,3,34763
468,Продавец воздуха,даже,39,34763
469,Продавец воздуха,моими,2,34763
470,Продавец воздуха,несложными,1,34763
471,Продавец воздуха,можно,31,34763
472,Продавец воздуха,точно,9,34763
473,Продавец воздуха,ориентироваться,1,34763
474,Продавец воздуха,наш,15,34763
475,Продавец воздуха,лежал,3,34763
476,Продавец воздуха,отрогу,1,34763
477,Продавец воздуха,верхоянского,1,34763
478,Продавец воздуха,хребта,2,34763
479,Продавец воздуха,мой,24,34763
480,Продавец воздуха,спутник,1,34763
481,Продавец воздуха,проводник,1,34763
482,Продавец воздуха,никола,178,34763
483,Продавец воздуха,типичным,1,34763
484,Продавец воздуха,у,110,34763
485,Продавец воздуха,длинные,3,34763
486,Продавец воздуха,тонкие,1,34763
487,Продавец воздуха,руки,29,34763
488,Продавец воздуха,маленькие,2,34763
489,Продавец воздуха,кривые,2,34763
490,Продавец воздуха,ноги,14,34763
491,Продавец воздуха,медлительные,1,34763
492,Продавец воздуха,тяжеловатые,1,34763
493,Продавец воздуха,движения,4,34763
494,Продавец воздуха,его,187,34763
495,Продавец воздуха,идеалом,1,34763
496,Продавец воздуха,делать,10,34763
497,Продавец воздуха,есть,19,34763
498,Продавец воздуха,жиреть,1,34763
499,Продавец воздуха,несмотря,13,34763
500,Продавец воздуха,этот,51,34763
501,Продавец воздуха,идеал,1,34763
502,Продавец воздуха,отличный,3,34763
503,Продавец воздуха,исполнительный,2,34763
504,Продавец воздуха,работник,4,34763
505,Продавец воздуха,неутомимый,1,34763
506,Продавец воздуха,ходок,1,34763
507,Продавец воздуха,природа,2,34763
508,Продавец воздуха,наградила,1,34763
509,Продавец воздуха,большой,17,34763
510,Продавец воздуха,жизнерадостностью,1,34763
511,Продавец воздуха,нее,15,34763
512,Продавец воздуха,едва,18,34763
513,Продавец воздуха,ли,40,34763
514,Продавец воздуха,выжил,1,34763
515,Продавец воздуха,окаянном,2,34763
516,Продавец воздуха,краю,6,34763
517,Продавец воздуха,впрочем,11,34763
518,Продавец воздуха,совсем,17,34763
519,Продавец воздуха,окаянным,1,34763
520,Продавец воздуха,якутия,2,34763
521,Продавец воздуха,самым,3,34763
522,Продавец воздуха,лучшим,1,34763
523,Продавец воздуха,местом,1,34763
524,Продавец воздуха,земном,3,34763
525,Продавец воздуха,шаре,3,34763
526,Продавец воздуха,променял,1,34763
527,Продавец воздуха,березы,1,34763
528,Продавец воздуха,роскошные,1,34763
529,Продавец воздуха,пальмы,1,34763
530,Продавец воздуха,юга,3,34763
531,Продавец воздуха,курил,1,34763
532,Продавец воздуха,деревянную,1,34763
533,Продавец воздуха,трубочку,1,34763
534,Продавец воздуха,мурлыкал,2,34763
535,Продавец воздуха,песни,2,34763
536,Продавец воздуха,заходящем,1,34763
537,Продавец воздуха,небе,6,34763
538,Продавец воздуха,реке,2,34763
539,Продавец воздуха,камне,2,34763
540,Продавец воздуха,пролетевшей,1,34763
541,Продавец воздуха,птице,1,34763
542,Продавец воздуха,всем,20,34763
543,Продавец воздуха,видит,2,34763
544,Продавец воздуха,черные,1,34763
545,Продавец воздуха,глаза,17,34763
546,Продавец воздуха,немного,12,34763
547,Продавец воздуха,скошенными,1,34763
548,Продавец воздуха,веками,1,34763
549,Продавец воздуха,видели,10,34763
550,Продавец воздуха,многое,4,34763
551,Продавец воздуха,ускользавшее,1,34763
552,Продавец воздуха,моего,16,34763
553,Продавец воздуха,внимания,4,34763
554,Продавец воздуха,то,75,34763
555,Продавец воздуха,убедился,3,34763
556,Продавец воздуха,различал,1,34763
557,Продавец воздуха,некоторых,3,34763
558,Продавец воздуха,цветов,2,34763
559,Продавец воздуха,слишком,19,34763
560,Продавец воздуха,бедны,1,34763
561,Продавец воздуха,краски,1,34763
562,Продавец воздуха,родины,1,34763
563,Продавец воздуха,видел,16,34763
564,Продавец воздуха,мир,18,34763
565,Продавец воздуха,таким,21,34763
566,Продавец воздуха,серым,2,34763
567,Продавец воздуха,мы,196,34763
568,Продавец воздуха,видим,1,34763
569,Продавец воздуха,кино,4,34763
570,Продавец воздуха,хоросо,2,34763
571,Продавец воздуха,лето,5,34763
572,Продавец воздуха,говорил,18,34763
573,Продавец воздуха,сплевывая,1,34763
574,Продавец воздуха,желтую,1,34763
575,Продавец воздуха,табака,1,34763
576,Продавец воздуха,слюну,1,34763
577,Продавец воздуха,прав,2,34763
578,Продавец воздуха,стояло,1,34763
579,Продавец воздуха,необычайно,7,34763
580,Продавец воздуха,теплое,1,34763
581,Продавец воздуха,ночью,11,34763
582,Продавец воздуха,незаходящем,1,34763
583,Продавец воздуха,температура,15,34763
584,Продавец воздуха,опускалась,1,34763
585,Продавец воздуха,нуля,10,34763
586,Продавец воздуха,днем,2,34763
587,Продавец воздуха,поднималась,5,34763
588,Продавец воздуха,до,55,34763
589,Продавец воздуха,rc,1,34763
590,Продавец воздуха,иногда,12,34763
591,Продавец воздуха,выше,11,34763
592,Продавец воздуха,переправились,1,34763
593,Продавец воздуха,через,32,34763
594,Продавец воздуха,реку,1,34763
595,Продавец воздуха,взбираться,1,34763
596,Продавец воздуха,горный,3,34763
597,Продавец воздуха,склон,2,34763
598,Продавец воздуха,поросший,1,34763
599,Продавец воздуха,тальником,1,34763
600,Продавец воздуха,лиственницей,1,34763
601,Продавец воздуха,кустарниковой,1,34763
602,Продавец воздуха,очень,65,34763
603,Продавец воздуха,теплую,3,34763
604,Продавец воздуха,погоду,1,34763
605,Продавец воздуха,нам,33,34763
606,Продавец воздуха,случалось,1,34763
607,Продавец воздуха,переходить,1,34763
608,Продавец воздуха,наледи,1,34763
609,Продавец воздуха,тарыны,1,34763
610,Продавец воздуха,целые,7,34763
611,Продавец воздуха,островки,1,34763
612,Продавец воздуха,растаявшего,1,34763
613,Продавец воздуха,льда,3,34763
614,Продавец воздуха,огромные,10,34763
615,Продавец воздуха,трещины,2,34763
616,Продавец воздуха,работа,11,34763
617,Продавец воздуха,лютого,1,34763
618,Продавец воздуха,покрывали,1,34763
619,Продавец воздуха,землю,14,34763
620,Продавец воздуха,густою,1,34763
621,Продавец воздуха,сетью,1,34763
622,Продавец воздуха,похожею,1,34763
623,Продавец воздуха,сеть,1,34763
624,Продавец воздуха,морщин,1,34763
625,Продавец воздуха,украшавших,1,34763
626,Продавец воздуха,лицо,25,34763
627,Продавец воздуха,николы,28,34763
628,Продавец воздуха,стояла,2,34763
629,Продавец воздуха,красная,2,34763
630,Продавец воздуха,ночь,7,34763
631,Продавец воздуха,багровое,1,34763
632,Продавец воздуха,медленно,5,34763
633,Продавец воздуха,катилось,1,34763
634,Продавец воздуха,окрашивая,1,34763
635,Продавец воздуха,красный,2,34763
636,Продавец воздуха,цвет,1,34763
637,Продавец воздуха,вершины,7,34763
638,Продавец воздуха,холмов,1,34763
639,Продавец воздуха,покрытые,2,34763
640,Продавец воздуха,снегом,4,34763
641,Продавец воздуха,благополучно,6,34763
642,Продавец воздуха,перебрались,1,34763
643,Продавец воздуха,ручей,1,34763
644,Продавец воздуха,начал,46,34763
645,Продавец воздуха,осматриваться,1,34763
646,Продавец воздуха,кругом,3,34763
647,Продавец воздуха,выбирая,1,34763
648,Продавец воздуха,стоянку,2,34763
649,Продавец воздуха,ночлега,1,34763
650,Продавец воздуха,вдруг,53,34763
651,Продавец воздуха,остановился,5,34763
652,Продавец воздуха,вынул,2,34763
653,Продавец воздуха,трубку,5,34763
654,Продавец воздуха,сплюнул,1,34763
655,Продавец воздуха,спокойно,9,34763
656,Продавец воздуха,сказал,107,34763
657,Продавец воздуха,крисит,4,34763
658,Продавец воздуха,кто,30,34763
659,Продавец воздуха,кричит,2,34763
660,Продавец воздуха,селовек,2,34763
661,Продавец воздуха,прислушался,1,34763
662,Продавец воздуха,ни,39,34763
663,Продавец воздуха,единого,1,34763
664,Продавец воздуха,долетало,1,34763
665,Продавец воздуха,меня,199,34763
666,Продавец воздуха,слышу,1,34763
667,Продавец воздуха,далесе,1,34763
668,Продавец воздуха,махнул,4,34763
669,Продавец воздуха,рукой,10,34763
670,Продавец воздуха,сторону,16,34763
671,Продавец воздуха,беда,4,34763
672,Продавец воздуха,ним,35,34763
673,Продавец воздуха,однако,37,34763
674,Продавец воздуха,пойдем,4,34763
675,Продавец воздуха,помощь,8,34763
676,Продавец воздуха,может,49,34763
677,Продавец воздуха,быть,60,34763
678,Продавец воздуха,охотника,3,34763
679,Продавец воздуха,напал,2,34763
680,Продавец воздуха,зверь,3,34763
681,Продавец воздуха,хоцес,1,34763
682,Продавец воздуха,надо,32,34763
683,Продавец воздуха,ходить,4,34763
684,Продавец воздуха,зверя,3,34763
685,Продавец воздуха,стрелять,1,34763
686,Продавец воздуха,умеесь,2,34763
687,Продавец воздуха,стрелить,2,34763
688,Продавец воздуха,ворона,2,34763
689,Продавец воздуха,обидит,1,34763
690,Продавец воздуха,нравоучительно,1,34763
691,Продавец воздуха,быстро,34,34763
692,Продавец воздуха,взбираясь,1,34763
693,Продавец воздуха,гору,3,34763
694,Продавец воздуха,поспевал,1,34763
695,Продавец воздуха,прошли,7,34763
696,Продавец воздуха,менее,9,34763
697,Продавец воздуха,километра,2,34763
698,Продавец воздуха,наконец,22,34763
699,Продавец воздуха,услыхал,3,34763
700,Продавец воздуха,заглушенный,1,34763
701,Продавец воздуха,крик,5,34763
